company_location_city,investors,company_location_country,company_founded_on,series,funding_size_usd,date,company_name,company_founders,company_categories
Nacka Strand,"Balderton Capital, Index Ventures, Benchmark",SWE,2006-07-01,a,20000000,2006-09-01,Rebtel,"Jonas Lindroth, Hjalmar Winbladh","VoIP, Mobile"
Helsinki,Movida Group,FIN,1999-02-01,a,8200000,2006-07-01,Habbo,,"Curated Web, Entertainment, Games, Kids"
Stockholm,Northzone,SWE,2006-01-01,b,3000000,2008-08-01,TestFreaks,"Martin Alexanderson, Magnus Wiberg",E-Commerce
Stockholm,Northzone,SWE,2006-01-01,a,2800000,2007-05-01,TestFreaks,"Martin Alexanderson, Magnus Wiberg",E-Commerce
Malm,Nordic Venture Partners,SWE,2004-11-01,a,5100000,2006-11-01,Polar Rose,Jan Erik Solem,"Curated Web, Browser Extensions, Photography, Image Recognition"
Tallinn,"Estonian Development Fund, , Ambient Sound Investments",EST,2007-01-01,a,670512,2009-06-11,United Dogs and Cats,"Lauri Laineste, Martin Tajur",Pets
Tallinn,Ambient Sound Investments,EST,2007-01-01,,270776,2008-04-16,United Dogs and Cats,"Lauri Laineste, Martin Tajur",Pets
Helsinki,Accel Partners,FIN,,,1000000,2007-05-03,Comeks,,"Tourism, Entertainment, SMS, Mobile"
Helsinki,Nexit Ventures,FIN,2006-01-01,,21761700,2010-09-13,Blyk,"Antti hrling, Pekka Ala-Pietil","App Marketing, Messaging, Advertising, Weddings"
Helsinki,,FIN,2006-01-01,c,50612000,2008-11-18,Blyk,"Antti hrling, Pekka Ala-Pietil","App Marketing, Messaging, Advertising, Weddings"
Helsinki,"Industrial and Financial Investments Company, Goldman Sachs",FIN,2006-01-01,b,,2008-01-30,Blyk,"Antti hrling, Pekka Ala-Pietil","App Marketing, Messaging, Advertising, Weddings"
Helsinki,Sofinnova Ventures,FIN,2006-01-01,a,35391000,2006-01-01,Blyk,"Antti hrling, Pekka Ala-Pietil","App Marketing, Messaging, Advertising, Weddings"
Linkping,Servisen Investment Management,SWE,2006-01-01,,1350500,2007-07-01,Twingly,"Martin Kllstrm, Niclas Wistrm, Carl Fredrik Wettermark, Bjrn Milton",Search
Oslo,,NOR,2007-01-01,,1500000,2007-01-01,Secondbrain,Lars Teigen,"Content, Startups, Search, Social Media"
Kista,Northzone,SWE,2001-09-10,b,7267800,2006-01-12,Appear,Xavier Aubry,"Web Development, B2B, Mobility, Software, PaaS, Mobile, SaaS, Enterprise Software"
Oslo,,NOR,1995-01-01,,13168035,2013-04-05,Opera Software,Jon S. von Tetzchner,Software
Stockholm,"European Equity Partners, TLcom Capital Partners, Amadeus Capital Partners",SWE,2001-08-01,,41095600,2008-07-02,PacketFront,,"Software, Internet"
Helsinki,"Inventure Oy, Finnish Industry Investment, ",FIN,2006-07-01,a,1300000,2012-11-27,WOT Services Ltd.,"Timo Ala-Kleemola, Sami Tolvanen",Curated Web
Helsinki,"Finnish Industry Investment, Open Ocean, ",FIN,2006-07-01,,,2009-02-15,WOT Services Ltd.,"Timo Ala-Kleemola, Sami Tolvanen",Curated Web
Stockholm,"M10 GmbH, b-to-v Partners AG",SWE,2005-01-01,,,2006-12-01,alaTest,"Peter Bjrk, Arie Struik","Reviews and Recommendations, Semantic Web, Consumer Electronics, Software, Hardware + Software, Opinions"
Tallinn,,EST,2006-03-15,,131350,2007-03-07,Nagi,"Janek Hiis, Jri Kaljundi","Photography, Software, Video"
Helsinki,,FIN,2006-11-21,,,2007-09-12,Muxlim,,Curated Web
Stockholm,137 Ventures,SWE,2006-07-14,,,2012-01-01,Spotify,"Martin Lorentzon, Daniel Ek","Entertainment, Cloud Computing, Video Streaming, Music"
Stockholm,Technology Crossover Ventures,SWE,2006-07-14,f,250000000,2013-11-21,Spotify,"Martin Lorentzon, Daniel Ek","Entertainment, Cloud Computing, Video Streaming, Music"
Stockholm,"AFSquare, The Coca-Cola Company, Fidelity Ventures, Lakestar, Goldman Sachs",SWE,2006-07-14,e,100000000,2012-11-15,Spotify,"Martin Lorentzon, Daniel Ek","Entertainment, Cloud Computing, Video Streaming, Music"
Stockholm,"DST Global, Kleiner Perkins Caufield & Byers, Accel Partners",SWE,2006-07-14,d,100000000,2011-06-17,Spotify,"Martin Lorentzon, Daniel Ek","Entertainment, Cloud Computing, Video Streaming, Music"
Stockholm,"Founders Fund, ",SWE,2006-07-14,c,16139080,2010-02-01,Spotify,"Martin Lorentzon, Daniel Ek","Entertainment, Cloud Computing, Video Streaming, Music"
Stockholm,", Horizons Ventures, Wellington Partners",SWE,2006-07-14,b,50000000,2009-08-04,Spotify,"Martin Lorentzon, Daniel Ek","Entertainment, Cloud Computing, Video Streaming, Music"
Stockholm,", Creandum, Northzone, Horizons Ventures",SWE,2006-07-14,a,21640000,2008-10-01,Spotify,"Martin Lorentzon, Daniel Ek","Entertainment, Cloud Computing, Video Streaming, Music"
Gothenburg,Seedcamp,SWE,2006-03-16,,68480,2007-09-07,Tablefinder,Anders Fredriksson,"Startups, Artificial Intelligence, Online Reservations, Restaurants, Search"
Gothenburg,Start Invest,SWE,2006-03-16,,293411,2006-11-01,Tablefinder,Anders Fredriksson,"Startups, Artificial Intelligence, Online Reservations, Restaurants, Search"
Gothenburg,Chalmers Innovation,SWE,2006-03-16,,144828,2006-03-16,Tablefinder,Anders Fredriksson,"Startups, Artificial Intelligence, Online Reservations, Restaurants, Search"
Ume,Partnerinvest Norr,SWE,2007-01-01,,,2010-11-08,Nordic River,,"Collaboration, Document Management, Enterprise Software"
Ume,,SWE,2007-01-01,,1500000,2009-01-01,Nordic River,,"Collaboration, Document Management, Enterprise Software"
Espoo,"Creandum, Eqvitec",FIN,2001-01-01,a,5479600,2008-05-28,Xtract,"Jouko Ahvenainen, Kimmo Kiviluoto",Advertising
Los Angeles,"Emerson Ventures, Propulsion Ventures",SWE,2006-01-01,,31490,2008-10-24,Shopit,Matt Hill,E-Commerce
Stockholm,Nordic Venture Partners,SWE,2006-01-01,b,,2008-10-16,Jalbum,David Ekholm,"File Sharing, Photography, Software"
Stockholm,"Index Ventures, Sequoia Capital",SWE,2004-04-22,b,6000000,2006-06-27,Stardoll,Lasse Enersen,Games
Stockholm,Index Ventures,SWE,2004-04-22,a,4000000,2006-02-01,Stardoll,Lasse Enersen,Games
Stockholm,Associated Press,SWE,2007-05-01,,,2013-06-20,Bambuser,"Jonas Vig, Mns Adler","Real Time, Video Streaming, Video, Mobile"
Stockholm,Kistefos VC,SWE,2007-05-01,,2500000,2008-08-01,Bambuser,"Jonas Vig, Mns Adler","Real Time, Video Streaming, Video, Mobile"
Linkping,,SWE,2001-11-11,b,3340000,2011-03-28,Xcerion,,"WebOS, Web Development, Software, Cloud Computing, Consumers, PaaS, SaaS, Enterprise Software"
Linkping,,SWE,2001-11-11,a,12000000,2006-11-30,Xcerion,,"WebOS, Web Development, Software, Cloud Computing, Consumers, PaaS, SaaS, Enterprise Software"
Fredrikstad,,NOR,2005-11-01,b,1000000,2007-12-01,adicate timeads,"Morten Markussen, Kenneth Gulliksen",Advertising
Fredrikstad,,NOR,2005-11-01,a,1500000,2007-06-01,adicate timeads,"Morten Markussen, Kenneth Gulliksen",Advertising
Fredrikstad,,NOR,2005-11-01,,400000,2005-11-01,adicate timeads,"Morten Markussen, Kenneth Gulliksen",Advertising
Helsinki,The North West Fund,FIN,2006-11-30,,1613875,2012-01-19,HammerKit,,"Web Presence Management, Curated Web, Services"
Gothenburg,,SWE,2009-03-01,A,5000000,2012-10-17,Burt,"Gustav Martner, Gustav von Sydow","Big Data, Business Intelligence, Analytics, Advertising, Services"
Gothenburg,Industrifonden,SWE,2009-03-01,,3000000,2011-06-30,Burt,"Gustav Martner, Gustav von Sydow","Big Data, Business Intelligence, Analytics, Advertising, Services"
Gothenburg,,SWE,2009-03-01,,500000,2009-05-01,Burt,"Gustav Martner, Gustav von Sydow","Big Data, Business Intelligence, Analytics, Advertising, Services"
Stockholm,Nordic Venture Partners,SWE,2006-01-01,,7385500,2008-08-28,NYX Interactive,,"Sports, Gambling, Online Gaming, Games"
Hvalstad,,NOR,2007-06-01,,20000,2007-06-01,Cignis,,Software
Stockholm,,SWE,1996-01-01,,,2007-01-01,JayCut,Patrick Bano,"B2B, Video Editing, Enterprise Software"
Helsinki,Martinson Trigon Venture Partners,FIN,2001-01-01,a,2524025,2007-11-01,Apaja,"Janne Matilainen, Pasi Laaksonen","Messaging, Entertainment, Internet, Games"
Helsinki,Open Ocean,FIN,2006-01-01,,,2009-02-24,Ironstar Helsinki,Joakim Achren,"Virtual Goods, Virtual Worlds, Games, Mobile"
Tallinn,Western Technology Investment,EST,2007-09-07,,3000000,2014-03-04,ZeroTurnaround,"Toomas Rmer, Jevgeni Kabanov",Software
Tallinn,Bain Capital Ventures,EST,2007-09-07,,3000000,2014-01-03,ZeroTurnaround,"Toomas Rmer, Jevgeni Kabanov",Software
Tallinn,"Bain Capital Ventures, ",EST,2007-09-07,a,,2011-07-25,ZeroTurnaround,"Toomas Rmer, Jevgeni Kabanov",Software
Stockholm,,SWE,2005-01-01,,5400000,2008-01-22,Momail,Roger Groenberg,Messaging
Kista,KTH Chalmers Capital,SWE,2003-01-01,,2907982,2006-08-29,op5,"Johannes Dagemark, Fredrik kerstrm, Jan Josephson","Networking, Open Source, Software"
Vilnius,Martinson Trigon Venture Partners,LTU,1995-01-01,,,2007-01-01,HOSTEX,Martynas Nikolajevas,"Networking, Web Hosting, Data Centers, Internet, SaaS"
Linkping,Eqvitec,SWE,2004-12-02,,6060000,2006-09-20,Netadmin,,Software
Linkping,"Eqvitec, Industrifonden",SWE,2004-12-02,,6350520,2008-08-12,Netadmin,,Software
Oslo,Future US,NOR,,,,2008-02-05,N4G.com,,Games
Kista,"Ferd Venture, Industrifonden, Nordic Venture Partners, Innovacom, Viking Venture Management, Creandum, Teknoinvest",SWE,2004-03-01,,12590000,2010-07-02,Nanoradio,,Semiconductors
Kista,"Innovacom, Teknoinvest, Industrifonden, Nordic Venture Partners",SWE,2004-03-01,a,11520000,2005-05-25,Nanoradio,,Semiconductors
Kista,"Industrifonden, Innovacom, Nordic Venture Partners, Teknoinvest",SWE,2004-03-01,b,11510000,2006-06-19,Nanoradio,,Semiconductors
Kista,"Innovacom, Industrifonden, Teknoinvest, Nordic Venture Partners, Viking Venture Management, Creandum, Ferd Venture",SWE,2004-03-01,,17340000,2009-07-08,Nanoradio,,Semiconductors
Kista,"Industrifonden, Teknoinvest, Innovacom, Nordic Venture Partners, Ferd Venture",SWE,2004-03-01,c,27000000,2007-06-05,Nanoradio,,Semiconductors
Danderyd,Sixth Swedish National Pension Fund,SWE,2001-08-19,D,15000000,2014-08-14,Tobii Technology,"Marten Skogo, John Elvesjo, Henrik Eskilsson","Health Diagnostics, Hardware + Software"
Danderyd,Intel Capital,SWE,2001-08-19,C,21000000,2012-03-15,Tobii Technology,"Marten Skogo, John Elvesjo, Henrik Eskilsson","Health Diagnostics, Hardware + Software"
Danderyd,"Amadeus Capital Partners, Northzone, Investor Growth Capital",SWE,2001-08-19,b,21779200,2009-05-19,Tobii Technology,"Marten Skogo, John Elvesjo, Henrik Eskilsson","Health Diagnostics, Hardware + Software"
Danderyd,Investor Growth Capital,SWE,2001-08-19,a,14000000,2007-03-26,Tobii Technology,"Marten Skogo, John Elvesjo, Henrik Eskilsson","Health Diagnostics, Hardware + Software"
Tartu,"Greycroft Partners, Intel Capital",EST,2007-10-21,a,10000000,2013-02-22,Fortumo,"Martin Koppel, Veljo Otsason, Rain Rannu","Mobile Payments, Mobile"
Helsinki,,FIN,2008-11-01,,1110000,2009-10-30,Dodreams,,"MMO Games, Mobile Games, Game, Games"
Lund,,SWE,2004-01-01,,1000000,2008-01-01,Conveneer,"Richard Lindberg, Marc Klefter",Mobile
Lund,TeknoSeed,SWE,2004-01-01,,292000,2007-07-01,Conveneer,"Richard Lindberg, Marc Klefter",Mobile
Lund,"Industrifonden, Broken Arrow Venture Capital",SWE,2004-01-01,a,4500000,2009-03-04,Conveneer,"Richard Lindberg, Marc Klefter",Mobile
Helsinki,"Index Ventures, London Venture Partners, Initial Capital",FIN,2009-01-01,a,2500000,2011-02-23,Grey Area,Ville Vesterinen,"Mobile Games, Games"
Helsinki,", Lifeline Ventures, ",FIN,2009-01-01,,,2010-11-01,Grey Area,Ville Vesterinen,"Mobile Games, Games"
Helsinki,Inventure Oy,FIN,2002-01-01,a,2000000,2010-01-26,Conmio,,Mobile
Oslo,"Good Energies, ITOCHU Corporation, Norsk Hydro ASA",NOR,,,105790000,2006-11-07,NorSun,Alf Bjorseth,Clean Technology
Oslo,"DNB, Nordea Bank",NOR,,,94000000,2009-03-11,NorSun,Alf Bjorseth,Clean Technology
Oslo,"Scatec AS, Norsk Hydro ASA, Good Energies",NOR,,,72330000,2009-03-11,NorSun,Alf Bjorseth,Clean Technology
,"Sherpalo Ventures, Mayfield Fund, Kleiner Perkins Caufield & Byers",NOR,2000-07-01,b,9000000,2008-05-01,Paymate,Dilip Rao,"Curated Web, Payments"
Troms,,NOR,,,10400000,2009-01-19,Lytix Biopharma,,Biotechnology
Helsinki,,FIN,2009-01-08,,134250,2009-04-04,Videoflow,,"Content, Software, Video, Internet, Games"
Espoo,"Veraventure, HTT Sixgen",FIN,2007-01-15,,1500000,2010-02-15,LinkoTec,Tero Salonen,"Curated Web, Video Streaming, Cloud Data Services, Facebook Applications, Mobile"
Helsinki,"NXP Semiconductors, Finnvera Venture Capital, Ambient Sound Investments",FIN,2006-06-01,b,6000000,2014-04-09,Senseg,,"Interface Design, Software, Displays"
Helsinki,"Seed Fund Vera Ltd, Ambient Sound Investments",FIN,2006-06-01,,,2008-05-19,Senseg,,"Interface Design, Software, Displays"
Lule,"Octopus Investments, Northzone",SWE,2007-01-01,B,6160113,2014-12-08,BehavioSec,,"Security, Biometrics"
Lule,"Lunova, Innovationsbron Vst Startup AB, Partnerinvest Norr, Conor Venture Partners, Norrlandsfonden, PNF venture capital",SWE,2007-01-01,A,1437780,2011-05-10,BehavioSec,,"Security, Biometrics"
Lule,"Lunova, PNF venture capital",SWE,2007-01-01,,588840,2008-01-01,BehavioSec,,"Security, Biometrics"
Kista,"Volvo Group Venture Capital, Midroc New Technology",SWE,,a,565000,2006-11-10,TranSiC,,Clean Technology
Kista,"Volvo Group Venture Capital, Midroc New Technology, Industrifonden",SWE,,b,,2008-06-09,TranSiC,,Clean Technology
Stockholm,Innovations Kapital,SWE,2005-01-01,,3500000,2008-06-13,Syntensia,,Software
,,SWE,,,1680000,2008-06-17,Ameibo,Jacob De Geer,E-Commerce
Lund,"Karolinska, stersjstiftelsen, Midroc New Technology",SWE,2004-05-01,,,2008-04-02,DermaGen,,Biotechnology
Turku,Sofia Capital,FIN,2003-01-01,,1557700,2008-05-19,BCB Medical,,Health and Wellness
,Svenska Generationsskiften,SWE,,,496000,2008-06-01,Reologica Instruments,,Curated Web
Stockholm,Sting Capital,SWE,2002-01-01,,331465,2008-06-12,Vocab,,Software
Helsinki,Conor Venture Partners,FIN,2007-01-01,,2500000,2009-05-18,PlexPress,,Biotechnology
,Stila Holding,SWE,,,50000,2008-04-09,Preedo,,Software
Uppsala,Innovations Kapital,SWE,1999-01-01,,5020000,2008-06-27,Novavax AB,,Biotechnology
,"Innovations Kapital, Sustainable Technologies Fund",SWE,2004-01-01,,4500000,2009-05-11,Hexaformer,,Manufacturing
Stockholm,"Sting Capital, , ",SWE,2004-11-01,a,,2009-09-02,MoSync,,"Software, Mobile"
Stockholm,Sting Capital,SWE,2004-11-01,,,2007-01-01,MoSync,,"Software, Mobile"
Nor,Investinor,SWE,2008-03-01,,9110000,2009-11-30,Innotech Solar,,Clean Technology
Nor,"Northzone, Sustainable Technologies Fund",SWE,2008-03-01,,9000000,2009-07-08,Innotech Solar,,Clean Technology
Nor,Northzone,SWE,2008-03-01,a,1500000,2008-12-18,Innotech Solar,,Clean Technology
Gothenburg,"TPG Growth, TVM Capital",SWE,,a,40000000,2008-02-01,Albireo,,Biotechnology
Jrflla,"Startup Factory, CapMan Oyj",SWE,2000-01-01,,5700000,2006-12-14,Silex Microsystems,,Software
Jrflla,"Priveq Investment, CapMan Oyj, Northzone",SWE,2000-01-01,,25010000,2008-07-10,Silex Microsystems,,Software
Helsinki,Inventure Oy,FIN,,a,382890,2009-02-24,Whitevector,,Social Media
Stockholm,Creandum,SWE,2004-01-01,a,1450000,2006-01-26,Edgeware,,Hardware + Software
Stockholm,Amadeus Capital Partners,SWE,2004-01-01,,2330000,2006-06-09,Edgeware,,Hardware + Software
Stockholm,"Creandum, Amadeus Capital Partners, Micron Ventures",SWE,2004-01-01,b,8000000,2009-03-17,Edgeware,,Hardware + Software
Espoo,"TempoPark Fund, Innovations Kapital, EDB Investments, Finnish Industry Investment",FIN,2000-01-01,e,16000000,2011-05-18,Silecs,,Semiconductors
Espoo,,FIN,2000-01-01,,7700000,2006-02-06,Silecs,,Semiconductors
Espoo,"TempoPark Fund, Finnish Industry Investment, Innovations Kapital",FIN,2000-01-01,,7870000,2009-01-19,Silecs,,Semiconductors
Tampere,"Finnish Industry Investment, VNT Management",FIN,,,7670000,2009-02-16,EpiCrystals,,Semiconductors
Lysaker,"Northzone, Ferd Venture, Verdane Capital Advisors",NOR,2000-01-01,,12925000,2007-02-05,Colibria,,"Networking, Messaging"
Kristiansand,Capricorn Venture Partners,NOR,1999-01-01,a,32540000,2008-12-18,Metallkraft AS,,Clean Technology
Vilnius,"Riga Ventures, MVC Capital",LTU,,,28100000,2008-09-04,UAB FIMA,,Security
Lund,TeknoSeed,SWE,2004-01-01,,870000,2009-03-24,Phase Holographic Imaging,,Biotechnology
Turku,Inventure Oy,FIN,,a,1713480,2010-01-19,ScanNano,,Semiconductors
Turku,Inventure Oy,FIN,,,631700,2009-02-17,ScanNano,,Semiconductors
Gteborg,"Lund University Bioscience, Karolinska",SWE,,,,2009-06-01,ProNoxis,,Biotechnology
,"Chalmers Innovation, Innovation Bridge, Volvo Group Venture Capital",SWE,2006-01-01,,72000,2009-11-20,Nema Labs,,"Software, Health and Wellness"
,Chalmers Innovation,SWE,2006-01-01,,2178070,2009-06-23,Nema Labs,,"Software, Health and Wellness"
Helsinki,Nexit Ventures,FIN,2009-01-01,,4260000,2009-06-03,Aava Mobile,,Mobile
Horten,,NOR,,,19000000,2015-02-05,poLight,,Hardware + Software
Horten,"Investinor, Alliance Venture, Viking Venture Management",NOR,,b,18500000,2011-07-06,poLight,,Hardware + Software
Horten,"Sinvent AS, Alliance Venture, Viking Venture Management",NOR,,,3430000,2009-05-30,poLight,,Hardware + Software
Gothenburg,Start Invest,SWE,,,435000,2007-09-03,Capee group,,Software
Gothenburg,"Chalmers Innovation, Frvaltnings AB Brunnen, Innovationsbron Vst Startup AB, Start Invest",SWE,,,483000,2009-02-05,Capee group,,Software
Turku,"Nexit Ventures, Finnish Industry Investment",FIN,2003-01-01,b,3100000,2009-01-21,Axel Technologies,,Software
Stockholm,Northzone,SWE,2006-01-01,b,3000000,2008-10-31,Wiral Internet Group,,Curated Web
Stockholm,"Northzone, Miniclip SA",SWE,1999-01-01,,4290000,2008-12-17,PlayDo,,Games
Helsinki,Nordic Growth,FIN,2005-01-01,,6440000,2008-11-27,Setera Communications,,Software
Stockholm,Investor Growth Capital,SWE,,,6350000,2008-11-14,PocketMobile,,Mobile
Stockholm,"Growth Capital Fund, Accel Partners",SWE,2003-01-01,b,12700000,2010-08-26,Telepo,"Jrgen Bjrkner, Lars-Michael Paqvaln","Health Diagnostics, Enterprise Software"
Stockholm,Accel Partners,SWE,2003-01-01,a,5090000,2006-09-21,Telepo,"Jrgen Bjrkner, Lars-Michael Paqvaln","Health Diagnostics, Enterprise Software"
Stockholm,"Kreos Capital, Accel Partners",SWE,2003-01-01,,6200000,2008-12-16,Telepo,"Jrgen Bjrkner, Lars-Michael Paqvaln","Health Diagnostics, Enterprise Software"
,Scope Capital Advisory,SWE,,,4660000,2008-08-29,SafeTool,,Security
Stockholm,DN Capital,SWE,2006-01-01,A,795854,2008-01-01,Tbricks,,Finance
Nor,RockPort Capital,SWE,,,40000000,2010-05-10,Think Global,,Clean Technology
Nor,,SWE,,b,4000000,2008-03-05,Think Global,,Clean Technology
Nor,Ener1 Group,SWE,,,47000000,2009-08-27,Think Global,,Clean Technology
Nor,Ener1 Group,SWE,,,5700000,2009-01-13,Think Global,,Clean Technology
Huddinge,Sting Capital,SWE,2006-01-01,,,2008-09-24,Predect,,Clean Technology
Sandnes,Energy Ventures,NOR,2006-01-01,,8380000,2008-08-26,Energreen,,Clean Technology
Lund,"Umoe, Industrifonden, Foundation Asset Management (FAM), , Nano Future Invest",SWE,2007-01-01,,9400000,2013-09-17,Sol Voltaics,,Clean Technology
Lund,Swedish Energy Agency,SWE,2007-01-01,,6000000,2013-06-27,Sol Voltaics,,Clean Technology
Lund,Industrifonden,SWE,2007-01-01,,6301790,2011-06-30,Sol Voltaics,,Clean Technology
Lund,Teknoinvest,SWE,2007-01-01,a,1220000,2008-07-05,Sol Voltaics,,Clean Technology
,Industrifonden,SWE,,,2880000,2008-10-01,Cyrba,,
Stockholm,Nokia Growth Partners,SWE,2005-01-01,,8000000,2011-01-31,Voddler,Mattias Bergstrom,Games
Stockholm,Eqvitec,SWE,2005-01-01,,3500000,2010-02-08,Voddler,Mattias Bergstrom,Games
Stockholm,Deseven Capital,SWE,2005-01-01,,5070000,2009-11-17,Voddler,Mattias Bergstrom,Games
Nor,SIH,SWE,2006-02-17,,404000,2007-08-15,Signicat,,Security
Nor,Viking Venture Management,SWE,2006-02-17,a,1530000,2008-10-16,Signicat,,Security
Vxj,CASE ASSET MANAGEMENT,SWE,1993-01-01,,817326,2008-10-15,Fortnox,,Software
Solna,Aggregate Media Funds,SWE,1989-01-01,,697792,2008-10-29,Horse Creek Entertainment,,E-Commerce
Lund,stersjstiftelsen,SWE,2004-01-01,,1013190,2007-05-31,LYYN,Andreas Ekengren,Software
Kista,Sting Capital,SWE,2006-01-01,,244000,2008-12-02,ByteActive,,Enterprise Software
Gteborg,Start Invest,SWE,,,,2008-10-29,Penboost,,Hardware + Software
Stockholm,,SWE,2007-12-01,,35000,2008-06-01,Streamfile,Kimmo Glborg,"Web Hosting, File Sharing, Curated Web, Video Streaming"
Gothenburg,Eqvitec Partners Oy,SWE,2002-01-01,a,3180000,2006-03-13,AppGate Network Security,,"Meeting Software, Network Security, Security"
Kista,"Eqvitec, Industrifonden",SWE,,,5626680,2009-08-26,eBuilder,,"Enterprises, Outsourcing, Information Technology, Enterprise Software"
Haninge,,SWE,1995-01-01,,210384730,2014-09-19,Recipharm,,Biotechnology
Trondheim,Innovation Norway,NOR,2009-09-07,,67000,2010-02-22,Atbrox,"Thomas Brox Rst, Amund Tveit","Software, Search, Cloud Computing, Enterprise Software"
Lund,"Industrifonden, Volito",SWE,,,2670000,2006-04-26,Cartela AB,,Biotechnology
,Via Venture Partners,SWE,2003-01-01,,3770000,2009-08-31,PlusFourSix,,Advertising
Lund,"Teknoinvest, Wellington Partners, Foundation Asset Management (FAM), Nano Future Invest",SWE,2005-09-01,d,30000000,2014-03-17,GLO,Lars Samuelson,Nanotechnology
Lund,"Teknoinvest, Agder Energi Venture, Hafslund Venture, Provider Venture Partners, VantagePoint Capital Partners, Wellington Partners",SWE,2005-09-01,c,25215372,2010-10-04,GLO,Lars Samuelson,Nanotechnology
Lund,"Nano Future Invest, Provider Investor Partners, Teknoinvest",SWE,2005-09-01,b,11397060,2009-09-03,GLO,Lars Samuelson,Nanotechnology
Helsinki,VNT Management,FIN,,a,6617250,2009-09-18,There Corporation,,Clean Technology
Oslo,"Investinor, Statoil",NOR,2008-01-01,,3460000,2012-07-23,Numascale,,Web Hosting
Oslo,"Investinor, ProVenture Management",NOR,2008-01-01,,4880000,2009-09-02,Numascale,,Web Hosting
Malm,,SWE,2008-06-01,,150000,2012-05-31,Saplo,Mattias Tyrberg,"Startups, Reputation, News, Semantic Search, Big Data Analytics, Text Analytics, Psychology, Analytics"
Malm,", ",SWE,2008-06-01,,500000,2010-05-27,Saplo,Mattias Tyrberg,"Startups, Reputation, News, Semantic Search, Big Data Analytics, Text Analytics, Psychology, Analytics"
Malm,Vinnova,SWE,2008-06-01,,190000,2009-06-05,Saplo,Mattias Tyrberg,"Startups, Reputation, News, Semantic Search, Big Data Analytics, Text Analytics, Psychology, Analytics"
Gothenburg,Swedish Energy Agency,SWE,2008-01-01,,1381363,2014-10-07,PowerCell Sweden,,Clean Technology
Gothenburg,,SWE,2008-01-01,,8600000,2009-10-01,PowerCell Sweden,,Clean Technology
Stockholm,Teliasonera,SWE,2005-01-01,,10000000,2012-06-25,Accumulate,"Magnus Westling, Stefan Hultberg","Mobile Payments, Security, Mobile Security, Mobile"
Stockholm,"Sjtte AP-fonden, Payex Holding",SWE,2005-01-01,,2050000,2010-02-10,Accumulate,"Magnus Westling, Stefan Hultberg","Mobile Payments, Security, Mobile Security, Mobile"
Stockholm,", ",SWE,2005-01-01,,,2008-01-01,Accumulate,"Magnus Westling, Stefan Hultberg","Mobile Payments, Security, Mobile Security, Mobile"
Stockholm,6th AP Fund,SWE,2005-01-01,a,,2009-06-23,Accumulate,"Magnus Westling, Stefan Hultberg","Mobile Payments, Security, Mobile Security, Mobile"
Espoo,Conor Venture Partners,FIN,2006-11-01,,3403750,2007-08-24,Aito Technologies,,Software
Helsinki,", CrunchFund, IDG Ventures USA, , , ",FIN,2009-12-23,,650000,2011-10-01,Flowdock,,"Real Time, Messaging, Software, Productivity Software, Chat, Collaboration, Internet, Information Technology"
Norrtlje,,SWE,2006-01-01,,300000,2009-11-10,Solarus,,Clean Technology
Helsinki,"Kontino Invest Oy, JSH Capital, Oy Ingman Finance",FIN,2009-01-01,B,4304778,2014-10-30,Jongla,,"Android, Messaging, iPhone, Apps, Mobile"
Helsinki,", , , , Oy Ingman Finance",FIN,2009-01-01,a,1801240,2013-11-13,Jongla,,"Android, Messaging, iPhone, Apps, Mobile"
Helsinki,,FIN,2009-01-01,,1554480,2012-09-20,Jongla,,"Android, Messaging, iPhone, Apps, Mobile"
Kista,"Sting Capital, SamInvest Mitt",SWE,2007-03-01,,489703,2010-10-23,Movinto Fun,,Games
Helsinki,,FIN,2005-01-01,a,,2008-10-01,Picodeon,,"Project Management, Assisitive Technology, Film"
Lund,"TeknoSeed, Industrifonden",SWE,2000-01-01,,656000,2005-08-29,Scalado,"Fadi Abbas, Maziar Jahanshahi, Sami Niemi, Pierre Elzouki",Software
Ume,Partnerinvest Norr,SWE,2002-01-01,,1037932,2011-01-25,UmBio,Fredrik Petterson,Software
Ume,,SWE,2002-01-01,,150000,2002-01-01,UmBio,Fredrik Petterson,Software
Helsinki,", ",FIN,2007-01-01,,800000,2012-04-13,ThirdPresence,,Advertising
Gteborg,,SWE,2002-01-01,a,5000000,2008-01-01,ADMETA,"Leif Jgerbrand, Fredrik Strauss","Real Time, Advertising, Optimization, Internet"
Espoo,Swisscom Ventures,FIN,2002-01-01,a,2752400,2011-02-25,Vilant Systems,,Enterprise Software
Espoo,Veraventure,FIN,2008-01-01,,2388400,2010-06-08,Zokem,Hannu Verkasalo,"Analytics, Data Mining, Mobile"
Oslo,"Innovations Kapital, Teknoinvest, Gezina, Glastad Invest, DNB",NOR,,,7000000,2007-11-07,SantoSolve,,Biotechnology
Oslo,"Investinor, Teknoinvest, Innovations Kapital",NOR,,c,5500000,2010-01-31,SantoSolve,,Biotechnology
Kristiansand,Innovation Norway,NOR,2009-01-01,,49682,2013-03-01,Sjapper,Oddbjrn Dugan,"Apps, iPhone, Facebook Applications, Social Media, Games"
Kristiansand,Innovation Norway,NOR,2009-01-01,,35841,2010-01-01,Sjapper,Oddbjrn Dugan,"Apps, iPhone, Facebook Applications, Social Media, Games"
